101 8 4
[19 7 1] <0> 
[19 7 2] <0> 
[19 7 3] <0> 
[20 0 0] <0> 
[20 0 1] <0> 
[20 0 2] <0> 
[20 0 3] <0> 
[20 1 0] <0> 
[20 1 1] <0> 
[20 1 2] <0> 
[20 1 3] <0> 
[20 2 0] <0> 
[20 2 1] <0> 
[20 2 2] <0> 
[20 2 3] <0> 
[20 3 0] <0> 
[20 3 1] <0> 
[20 3 2] <0> 
[20 3 3] <0> 
[20 4 0] <0> 
[20 4 1] <0> 
[20 4 2] <0> 
[20 4 3] <0> 
[20 5 0] <0> 
[20 5 1] <0> 
[20 5 2] <0> 
[20 5 3] <0> 
[20 6 0] <0> 
[20 6 1] <0> 
[20 6 2] <0> 
[20 6 3] <0> 
[20 7 0] <0> 
[20 7 1] <0> 
[20 7 2] <0> 
[20 7 3] <0> 
[21 0 0] <0> 
[21 0 1] <0> 
[21 0 2] <0> 
[21 0 3] <0> 
[21 1 0] <0> 
[21 1 1] <0> 
[21 1 2] <0> 
[21 1 3] <0> 
[21 2 0] <0> 
[21 2 1] <0> 
[21 2 2] <0> 
[21 2 3] <0> 
[21 3 0] <0> 
[21 3 1] <0> 
[21 3 2] <0> 
[21 3 3] <0> 
[21 4 0] <0> 
[21 4 1] <0> 
[21 4 2] <0> 
[21 4 3] <0> 
[21 5 0] <0> 
[21 5 1] <0> 
[21 5 2] <0> 
[21 5 3] <0> 
[21 6 0] <0> 
[21 6 1] <0> 
[21 6 2] <0> 
[21 6 3] <0> 
[21 7 0] <0> 
[21 7 1] <0> 
[21 7 2] <0> 
[21 7 3] <0> 
[22 0 0] <0> 
[22 0 1] <0> 
[22 0 2] <0> 
[22 0 3] <0> 
[22 1 0] <0> 
[22 1 1] <0> 
[22 1 2] <0> 
[22 1 3] <0> 
[22 2 0] <0> 
[22 2 1] <0> 
[22 2 2] <0> 
[22 2 3] <0> 
[22 3 0] <0> 
[22 3 1] <0> 
[22 3 2] <0> 
[22 3 3] <0> 
[22 4 0] <0> 
[22 4 1] <0> 
[22 4 2] <0> 
[22 4 3] <0> 
[22 5 0] <0> 
[22 5 1] <0> 
[22 5 2] <0> 
[22 5 3] <0> 
[22 6 0] <0> 
[22 6 1] <0> 
[22 6 2] <0> 
[22 6 3] <0> 
[22 7 0] <0> 
[22 7 1] <0> 
[22 7 2] <0> 
[22 7 3] <0> 
[23 0 0] <0> 
[23 0 1] <0> 
[23 0 2] <0> 
[23 0 3] <0> 
[23 1 0] <0> 
[23 1 1] <0> 
[23 1 2] <0> 
[23 1 3] <0> 
[23 2 0] <0> 
[23 2 1] <0> 
[23 2 2] <0> 
[23 2 3] <0> 
[23 3 0] <0> 
[23 3 1] <0> 
[23 3 2] <0> 
[23 3 3] <0> 
[23 4 0] <0> 
[23 4 1] <0> 
[23 4 2] <0> 
[23 4 3] <0> 
[23 5 0] <0> 
[23 5 1] <0> 
[23 5 2] <0> 
[23 5 3] <0> 
[23 6 0] <0> 
[23 6 1] <0> 
[23 6 2] <0> 
[23 6 3] <0> 
[23 7 0] <0> 
[23 7 1] <0> 
[23 7 2] <0> 
[23 7 3] <0> 
[24 0 0] <0> 
[24 0 1] <0> 
[24 0 2] <0> 
[24 0 3] <0> 
[24 1 0] <0> 
[24 1 1] <0> 
[24 1 2] <0> 
[24 1 3] <0> 
[24 2 0] <0> 
[24 2 1] <0> 
[24 2 2] <0> 
[24 2 3] <0> 
[24 3 0] <0> 
[24 3 1] <0> 
[24 3 2] <0> 
[24 3 3] <0> 
[24 4 0] <0> 
[24 4 1] <0> 
[24 4 2] <0> 
[24 4 3] <0> 
[24 5 0] <0> 
[24 5 1] <0> 
[24 5 2] <0> 
[24 5 3] <0> 
[24 6 0] <0> 
[24 6 1] <0> 
[24 6 2] <0> 
[24 6 3] <0> 
[24 7 0] <0> 
[24 7 1] <0> 
[24 7 2] <0> 
[24 7 3] <0> 
[25 0 0] <0> 
[25 0 1] <0> 
[25 0 2] <0> 
[25 0 3] <0> 
[25 1 0] <0> 
[25 1 1] <0> 
[25 1 2] <0> 
[25 1 3] <0> 
[25 2 0] <0> 
[25 2 1] <0> 
[25 2 2] <0> 
[25 2 3] <0> 
[25 3 0] <0> 
[25 3 1] <0> 
[25 3 2] <0> 
[25 3 3] <0> 
[25 4 0] <0> 
[25 4 1] <0> 
[25 4 2] <0> 
[25 4 3] <0> 
[25 5 0] <0> 
[25 5 1] <0> 
[25 5 2] <0> 
[25 5 3] <0> 
[25 6 0] <0> 
[25 6 1] <0> 
[25 6 2] <0> 
[25 6 3] <0> 
[25 7 0] <0> 
[25 7 1] <0> 
[25 7 2] <0> 
[25 7 3] <0> 
[26 0 0] <0> 
[26 0 1] <0> 
[26 0 2] <0> 
[26 0 3] <0> 
[26 1 0] <0> 
[26 1 1] <0> 
[26 1 2] <0> 
[26 1 3] <0> 
[26 2 0] <0> 
[26 2 1] <0> 
[26 2 2] <0> 
[26 2 3] <0> 
[26 3 0] <0> 
[26 3 1] <0> 
[26 3 2] <0> 
[26 3 3] <0> 
[26 4 0] <0> 
[26 4 1] <0> 
[26 4 2] <0> 
[26 4 3] <0> 
[26 5 0] <0> 
[26 5 1] <0> 
[26 5 2] <0> 
[26 5 3] <0> 
[26 6 0] <0> 
[26 6 1] <0> 
[26 6 2] <0> 
[26 6 3] <0> 
[26 7 0] <0> 
[26 7 1] <0> 
[26 7 2] <0> 
[26 7 3] <0> 
[27 0 0] <0> 
[27 0 1] <0> 
[27 0 2] <0> 
[27 0 3] <0> 
[27 1 0] <0> 
[27 1 1] <0> 
[27 1 2] <0> 
[27 1 3] <0> 
[27 2 0] <0> 
[27 2 1] <0> 
[27 2 2] <0> 
[27 2 3] <0> 
[27 3 0] <0> 
[27 3 1] <0> 
[27 3 2] <0> 
[27 3 3] <0> 
[27 4 0] <0> 
[27 4 1] <0> 
[27 4 2] <0> 
[27 4 3] <0> 
[27 5 0] <0> 
[27 5 1] <0> 
[27 5 2] <0> 
[27 5 3] <0> 
[27 6 0] <0> 
[27 6 1] <0> 
[27 6 2] <0> 
[27 6 3] <0> 
[27 7 0] <0> 
[27 7 1] <0> 
[27 7 2] <0> 
[27 7 3] <0> 
[28 0 0] <0> 
[28 0 1] <0> 
[28 0 2] <0> 
[28 0 3] <0> 
[28 1 0] <0> 
[28 1 1] <0> 
[28 1 2] <0> 
[28 1 3] <0> 
[28 2 0] <0> 
[28 2 1] <0> 
[28 2 2] <0> 
[28 2 3] <0> 
[28 3 0] <0> 
[28 3 1] <0> 
[28 3 2] <0> 
[28 3 3] <0> 
[28 4 0] <0> 
[28 4 1] <0> 
[28 4 2] <0> 
[28 4 3] <0> 
[28 5 0] <0> 
[28 5 1] <0> 
[28 5 2] <0> 
[28 5 3] <0> 
[28 6 0] <0> 
[28 6 1] <0> 
[28 6 2] <0> 
[28 6 3] <0> 
[28 7 0] <0> 
[28 7 1] <0> 
[28 7 2] <0> 
[28 7 3] <0> 
[29 0 0] <0> 
[29 0 1] <0> 
[29 0 2] <0> 
[29 0 3] <0> 
[29 1 0] <0> 
[29 1 1] <0> 
[29 1 2] <0> 
[29 1 3] <0> 
[29 2 0] <0> 
[29 2 1] <0> 
[29 2 2] <0> 
[29 2 3] <0> 
[29 3 0] <0> 
[29 3 1] <0> 
[29 3 2] <0> 
[29 3 3] <0> 
[29 4 0] <0> 
[29 4 1] <0> 
[29 4 2] <0> 
[29 4 3] <0> 
[29 5 0] <0> 
[29 5 1] <0> 
[29 5 2] <0> 
[29 5 3] <0> 
[29 6 0] <0> 
[29 6 1] <0> 
[29 6 2] <0> 
[29 6 3] <0> 
[29 7 0] <0> 
[29 7 1] <0> 
[29 7 2] <0> 
[29 7 3] <0> 
[30 0 0] <0> 
[30 0 1] <0> 
[30 0 2] <0> 
[30 0 3] <0> 
[30 1 0] <0> 
[30 1 1] <0> 
[30 1 2] <0> 
[30 1 3] <0> 
[30 2 0] <0> 
[30 2 1] <0> 
[30 2 2] <0> 
[30 2 3] <0> 
[30 3 0] <0> 
[30 3 1] <0> 
[30 3 2] <0> 
[30 3 3] <0> 
[30 4 0] <0> 
[30 4 1] <0> 
[30 4 2] <0> 
[30 4 3] <0> 
[30 5 0] <0> 
[30 5 1] <0> 
[30 5 2] <0> 
[30 5 3] <0> 
[30 6 0] <0> 
[30 6 1] <0> 
[30 6 2] <0> 
[30 6 3] <0> 
[30 7 0] <0> 
[30 7 1] <0> 
[30 7 2] <0> 
[30 7 3] <0> 
[31 0 0] <0> 
[31 0 1] <0> 
[31 0 2] <0> 
[31 0 3] <0> 
[31 1 0] <0> 
[31 1 1] <0> 
[31 1 2] <0> 
[31 1 3] <0> 
[31 2 0] <0> 
[31 2 1] <0> 
[31 2 2] <0> 
[31 2 3] <0> 
[31 3 0] <0> 
[31 3 1] <0> 
[31 3 2] <0> 
[31 3 3] <0> 
[31 4 0] <0> 
[31 4 1] <0> 
[31 4 2] <0> 
[31 4 3] <0> 
[31 5 0] <0> 
[31 5 1] <0> 
[31 5 2] <0> 
[31 5 3] <0> 
[31 6 0] <0> 
[31 6 1] <0> 
[31 6 2] <0> 
[31 6 3] <0> 
[31 7 0] <0> 
[31 7 1] <0> 
[31 7 2] <0> 
[31 7 3] <0> 
[32 0 0] <0> 
[32 0 1] <0> 
[32 0 2] <0> 
[32 0 3] <0> 
[32 1 0] <0> 
[32 1 1] <0> 
[32 1 2] <0> 
[32 1 3] <0> 
[32 2 0] <0> 
[32 2 1] <0> 
[32 2 2] <0> 
[32 2 3] <0> 
[32 3 0] <0> 
[32 3 1] <0> 
[32 3 2] <0> 
[32 3 3] <0> 
[32 4 0] <0> 
[32 4 1] <0> 
[32 4 2] <0> 
[32 4 3] <0> 
[32 5 0] <0> 
[32 5 1] <0> 
[32 5 2] <0> 
[32 5 3] <0> 
[32 6 0] <0> 
[32 6 1] <0> 
[32 6 2] <0> 
[32 6 3] <0> 
[32 7 0] <0> 
[32 7 1] <0> 
[32 7 2] <0> 
[32 7 3] <0> 
[33 0 0] <0> 
[33 0 1] <0> 
[33 0 2] <0> 
[33 0 3] <0> 
[33 1 0] <0> 
[33 1 1] <0> 
[33 1 2] <0> 
[33 1 3] <0> 
[33 2 0] <0> 
[33 2 1] <0> 
[33 2 2] <0> 
[33 2 3] <0> 
[33 3 0] <0> 
[33 3 1] <0> 
[33 3 2] <0> 
[33 3 3] <0> 
[33 4 0] <0> 
[33 4 1] <0> 
[33 4 2] <0> 
[33 4 3] <0> 
[33 5 0] <0> 
[33 5 1] <0> 
[33 5 2] <0> 
[33 5 3] <0> 
[33 6 0] <0> 
[33 6 1] <0> 
[33 6 2] <0> 
[33 6 3] <0> 
[33 7 0] <0> 
[33 7 1] <0> 
[33 7 2] <0> 
[33 7 3] <0> 
[34 0 0] <0> 
[34 0 1] <0> 
[34 0 2] <0> 
[34 0 3] <0> 
[34 1 0] <0> 
[34 1 1] <0> 
[34 1 2] <0> 
[34 1 3] <0> 
[34 2 0] <0> 
[34 2 1] <0> 
[34 2 2] <0> 
[34 2 3] <0> 
[34 3 0] <0> 
[34 3 1] <0> 
[34 3 2] <0> 
[34 3 3] <0> 
[34 4 0] <0> 
[34 4 1] <0> 
[34 4 2] <0> 
[34 4 3] <0> 
[34 5 0] <0> 
[34 5 1] <0> 
[34 5 2] <0> 
[34 5 3] <0> 
[34 6 0] <0> 
[34 6 1] <0> 
[34 6 2] <0> 
[34 6 3] <0> 
[34 7 0] <0> 
[34 7 1] <0> 
[34 7 2] <0> 
[34 7 3] <0> 
[35 0 0] <0> 
[35 0 1] <0> 
[35 0 2] <0> 
[35 0 3] <0> 
[35 1 0] <0> 
[35 1 1] <0> 
[35 1 2] <0> 
[35 1 3] <0> 
[35 2 0] <0> 
[35 2 1] <0> 
[35 2 2] <0> 
[35 2 3] <0> 
[35 3 0] <0> 
[35 3 1] <0> 
[35 3 2] <0> 
[35 3 3] <0> 
[35 4 0] <0> 
[35 4 1] <0> 
[35 4 2] <0> 
[35 4 3] <0> 
[35 5 0] <0> 
[35 5 1] <0> 
[35 5 2] <0> 
[35 5 3] <0> 
[35 6 0] <0> 
[35 6 1] <0> 
[35 6 2] <0> 
[35 6 3] <0> 
[35 7 0] <0> 
[35 7 1] <0> 
[35 7 2] <0> 
[35 7 3] <0> 
[36 0 0] <0> 
[36 0 1] <0> 
[36 0 2] <0> 
[36 0 3] <0> 
[36 1 0] <0> 
[36 1 1] <0> 
[36 1 2] <0> 
[36 1 3] <0> 
[36 2 0] <0> 
[36 2 1] <0> 
[36 2 2] <0> 
[36 2 3] <0> 
[36 3 0] <0> 
